id,bodypart,equipment,gifUrl,name,target
1437,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1437.gif',dumbbell finger curls,forearms
0308,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0308.gif',dumbbell fly,pectorals
1277,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1277.gif',dumbbell fly on exercise ball,pectorals
1732,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1732.gif',dumbbell forward lunge triceps extension,triceps
0310,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0310.gif',dumbbell front raise,delts
0309,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0309.gif',dumbbell front raise v. 2,delts
0311,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0311.gif',dumbbell full can lateral raise,delts
1760,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1760.gif',dumbbell goblet squat,quads
0313,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0313.gif',dumbbell hammer curl,biceps
1659,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1659.gif',dumbbell hammer curl on exercise ball,biceps
0312,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0312.gif',dumbbell hammer curl v. 2,biceps
2402,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2402.gif',dumbbell hammer curls (with arm blaster),biceps
1664,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1664.gif',dumbbell high curl,biceps
3545,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3545.gif',dumbbell incline alternate press,pectorals
0314,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0314.gif',dumbbell incline bench press,pectorals
0315,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0315.gif',dumbbell incline biceps curl,biceps
0316,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0316.gif',dumbbell incline breeding,pectorals
0318,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0318.gif',dumbbell incline curl,biceps
0317,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0317.gif',dumbbell incline curl v. 2,biceps
0319,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0319.gif',dumbbell incline fly,pectorals
1278,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1278.gif',dumbbell incline fly on exercise ball,pectorals
0320,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0320.gif',dumbbell incline hammer curl,biceps
0321,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0321.gif',dumbbell incline hammer press,pectorals
1618,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1618.gif',dumbbell incline hammer press on exercise ball,triceps
0322,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0322.gif',dumbbell incline inner biceps curl,biceps
1279,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1279.gif',dumbbell incline one arm fly,pectorals
1280,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1280.gif',dumbbell incline one arm fly on exercise ball,pectorals
1619,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1619.gif',dumbbell incline one arm hammer press,triceps
1620,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1620.gif',dumbbell incline one arm hammer press on exercise ball,triceps
0323,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0323.gif',dumbbell incline one arm lateral raise,delts
1281,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1281.gif',dumbbell incline one arm press,pectorals
1282,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1282.gif',dumbbell incline one arm press on exercise ball,pectorals
0324,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0324.gif',dumbbell incline palm-in press,pectorals
1283,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1283.gif',dumbbell incline press on exercise ball,pectorals
0325,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0325.gif',dumbbell incline raise,delts
0326,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0326.gif',dumbbell incline rear lateral raise,delts
0327,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0327.gif',dumbbell incline row,upper back
0328,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0328.gif',dumbbell incline shoulder raise,serratus anterior
0329,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0329.gif',dumbbell incline shrug,traps
3542,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3542.gif',dumbbell incline t-raise,delts
0330,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0330.gif',dumbbell incline triceps extension,triceps
0331,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0331.gif',dumbbell incline twisted flyes,pectorals
1733,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1733.gif',dumbbell incline two arm extension,triceps
3541,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3541.gif',dumbbell incline y-raise,upper back
0332,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0332.gif',dumbbell iron cross,delts
0333,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0333.gif',dumbbell kickback,triceps
1734,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1734.gif',dumbbell kickbacks on exercise ball,triceps
1660,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1660.gif',dumbbell kneeling bicep curl exercise ball,biceps
0334,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0334.gif',dumbbell lateral raise,delts
0335,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0335.gif',dumbbell lateral to front raise,delts
0336,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0336.gif',dumbbell lunge,glutes
1658,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1658.gif',dumbbell lunge with bicep curl,biceps
0337,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0337.gif',dumbbell lying  extension (across face),triceps
1729,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1729.gif',dumbbell lying alternate extension,triceps
0338,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0338.gif',dumbbell lying elbow press,triceps
0863,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0863.gif',dumbbell lying external shoulder rotation,delts
0339,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0339.gif',dumbbell lying femoral,hamstrings
0340,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0340.gif',dumbbell lying hammer press,pectorals
2470,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2470.gif',dumbbell lying on floor rear delt raise,delts
0341,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0341.gif',dumbbell lying one arm deltoid rear,delts
0343,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0343.gif',dumbbell lying one arm press,pectorals
0342,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0342.gif',dumbbell lying one arm press v. 2,pectorals
0344,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0344.gif',dumbbell lying one arm pronated triceps extension,triceps
0345,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0345.gif',dumbbell lying one arm rear lateral raise,delts
0346,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0346.gif',dumbbell lying one arm supinated triceps extension,triceps
0347,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0347.gif',dumbbell lying pronation,forearms
2705,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2705.gif',dumbbell lying pronation on floor,forearms
1284,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1284.gif',dumbbell lying pullover on exercise ball,pectorals
1328,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1328.gif',dumbbell lying rear delt row,upper back
0348,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0348.gif',dumbbell lying rear lateral raise,delts
1735,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1735.gif',dumbbell lying single extension,triceps
0349,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0349.gif',dumbbell lying supination,forearms
2706,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2706.gif',dumbbell lying supination on floor,forearms
1661,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1661.gif',dumbbell lying supine biceps curl,biceps
0350,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0350.gif',dumbbell lying supine curl,biceps
0351,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0351.gif',dumbbell lying triceps extension,triceps
1662,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1662.gif',dumbbell lying wide curl,biceps
0352,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0352.gif',dumbbell neutral grip bench press,triceps
1285,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1285.gif',dumbbell one arm bench fly,pectorals
0292,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0292.gif',dumbbell one arm bent-over row,upper back
1286,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1286.gif',dumbbell one arm chest fly on exercise ball,pectorals
0353,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0353.gif',dumbbell one arm concetration curl (on stability ball),biceps
1287,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1287.gif',dumbbell one arm decline chest press,pectorals
1288,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1288.gif',dumbbell one arm fly on exercise ball,pectorals
1736,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1736.gif',dumbbell one arm french press on exercise ball,triceps
1663,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1663.gif',dumbbell one arm hammer preacher curl,biceps
1621,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1621.gif',dumbbell one arm hammer press on exercise ball,triceps
1289,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1289.gif',dumbbell one arm incline chest press,pectorals
0354,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0354.gif',dumbbell one arm kickback,triceps
0355,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0355.gif',dumbbell one arm lateral raise,delts
0356,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0356.gif',dumbbell one arm lateral raise with support,delts
1290,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1290.gif',dumbbell one arm press on exercise ball,pectorals
1665,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1665.gif',dumbbell one arm prone curl,biceps
1666,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1666.gif',dumbbell one arm prone hammer curl,biceps
1291,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1291.gif',dumbbell one arm pullover on exercise ball,pectorals
0358,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0358.gif',dumbbell one arm revers wrist curl,forearms
0359,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0359.gif',dumbbell one arm reverse fly (with support),delts
1622,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1622.gif',dumbbell one arm reverse grip press,pectorals
1414,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1414.gif',dumbbell one arm reverse preacher curl,biceps
1667,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1667.gif',dumbbell one arm reverse spider curl,biceps
1668,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1668.gif',dumbbell one arm seated bicep curl on exercise ball,biceps
1669,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1669.gif',dumbbell one arm seated hammer curl,biceps
1415,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1415.gif',dumbbell one arm seated neutral wrist curl,forearms
0361,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0361.gif',dumbbell one arm shoulder press,delts
0360,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0360.gif',dumbbell one arm shoulder press v. 2,delts
3888,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3888.gif',dumbbell one arm snatch,glutes
1670,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1670.gif',dumbbell one arm standing curl,biceps
1671,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1671.gif',dumbbell one arm standing hammer curl,biceps
0362,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0362.gif',dumbbell one arm triceps extension (on bench),triceps
0363,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0363.gif',dumbbell one arm upright row,delts
0364,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0364.gif',dumbbell one arm wrist curl,forearms
1672,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1672.gif',dumbbell one arm zottman preacher curl,biceps
1292,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1292.gif',dumbbell one leg fly on exercise ball,pectorals
0365,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0365.gif',dumbbell over bench neutral wrist curl,biceps
0366,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0366.gif',dumbbell over bench one arm  neutral wrist curl,biceps
1441,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1441.gif',dumbbell over bench one arm reverse wrist curl,forearms
0367,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0367.gif',dumbbell over bench one arm wrist curl,forearms
0368,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0368.gif',dumbbell over bench revers wrist curl,forearms
0369,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0369.gif',dumbbell over bench wrist curl,forearms
1329,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1329.gif',dumbbell palm rotational bent over row,upper back
1623,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1623.gif',dumbbell palms in incline bench press,triceps
0370,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0370.gif',dumbbell peacher hammer curl,biceps
0371,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0371.gif',dumbbell plyo squat,glutes
0372,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0372.gif',dumbbell preacher curl,biceps
1673,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1673.gif',dumbbell preacher curl over exercise ball,biceps
1293,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1293.gif',dumbbell press on exercise ball,pectorals
0373,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0373.gif',dumbbell pronate-grip triceps extension,triceps
0374,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0374.gif',dumbbell prone incline curl,biceps
1674,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1674.gif',dumbbell prone incline hammer curl,biceps
0375,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0375.gif',dumbbell pullover,pectorals
1294,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1294.gif',dumbbell pullover hip extension on exercise ball,pectorals
1295,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1295.gif',dumbbell pullover on exercise ball,pectorals
1700,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1700.gif',dumbbell push press,delts
0376,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0376.gif',dumbbell raise,delts
2292,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2292.gif',dumbbell rear delt raise,delts
0377,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0377.gif',dumbbell rear delt row_shoulder,delts
0378,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0378.gif',dumbbell rear fly,delts
0380,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0380.gif',dumbbell rear lateral raise,delts
0379,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0379.gif',dumbbell rear lateral raise (support head),delts
0381,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0381.gif',dumbbell rear lunge,glutes
0382,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0382.gif',dumbbell revers grip biceps curl,biceps
1624,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1624.gif',dumbbell reverse bench press,pectorals
0383,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0383.gif',dumbbell reverse fly,delts
1330,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1330.gif',dumbbell reverse grip incline bench one arm row,upper back
1331,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1331.gif',dumbbell reverse grip incline bench two arm row,upper back
2327,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2327.gif',dumbbell reverse grip row (female),upper back
0384,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0384.gif',dumbbell reverse preacher curl,biceps
1675,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1675.gif',dumbbell reverse spider curl,biceps
0385,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0385.gif',dumbbell reverse wrist curl,forearms
1459,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1459.gif',dumbbell romanian deadlift,glutes
0386,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0386.gif',dumbbell rotation reverse fly,delts
2397,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2397.gif',dumbbell scott press,delts
0387,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0387.gif',dumbbell seated alternate front raise,delts
1676,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1676.gif',dumbbell seated alternate hammer curl on exercise ball,biceps
0388,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0388.gif',dumbbell seated alternate press,delts
3546,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3546.gif',dumbbell seated alternate shoulder,delts
0389,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0389.gif',dumbbell seated bench extension,triceps
2317,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2317.gif',dumbbell seated bent arm lateral raise,delts
1730,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1730.gif',dumbbell seated bent over alternate kickback,triceps
1737,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1737.gif',dumbbell seated bent over triceps extension,triceps
1677,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1677.gif',dumbbell seated bicep curl,biceps
0390,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0390.gif',dumbbell seated biceps curl (on stability ball),biceps
3547,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3547.gif',dumbbell seated biceps curl to shoulder press,biceps
1379,lower legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1379.gif',dumbbell seated calf raise,calves
0391,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0391.gif',dumbbell seated curl,biceps
0392,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0392.gif',dumbbell seated front raise,delts
1678,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1678.gif',dumbbell seated hammer curl,biceps
0393,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0393.gif',dumbbell seated inner biceps curl,biceps
0394,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0394.gif',dumbbell seated kickback,triceps
0396,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0396.gif',dumbbell seated lateral raise,delts
0395,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0395.gif',dumbbell seated lateral raise v. 2,delts
0397,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0397.gif',dumbbell seated neutral wrist curl,biceps
1679,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1679.gif',dumbbell seated one arm bicep curl on exercise ball with leg raised,biceps
0398,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0398.gif',dumbbell seated one arm kickback,triceps
0399,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0399.gif',dumbbell seated one arm rotate,forearms
0400,lower legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0400.gif',dumbbell seated one leg calf raise,calves
1380,lower legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1380.gif',dumbbell seated one leg calf raise - hammer grip,calves
1381,lower legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1381.gif',dumbbell seated one leg calf raise - palm up,calves
0401,lower arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0401.gif',dumbbell seated palms up wrist curl,forearms
0402,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0402.gif',dumbbell seated preacher curl,biceps
0403,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0403.gif',dumbbell seated revers grip concentration curl,biceps
1738,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1738.gif',dumbbell seated reverse grip one arm overhead tricep extension,triceps
0405,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0405.gif',dumbbell seated shoulder press,delts
0404,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0404.gif',dumbbell seated shoulder press (parallel grip),delts
2188,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2188.gif',dumbbell seated triceps extension,triceps
0406,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0406.gif',dumbbell shrug,traps
0407,waist,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0407.gif',dumbbell side bend,abs
0408,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0408.gif',dumbbell side lying one hand raise,delts
3664,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3664.gif',dumbbell side plank with rear fly,upper back
3548,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3548.gif',dumbbell single arm overhead carry,delts
0409,lower legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0409.gif',dumbbell single leg calf raise,calves
1757,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1757.gif',dumbbell single leg deadlift,glutes
2805,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2805.gif',dumbbell single leg deadlift with stepbox support,glutes
0410,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0410.gif',dumbbell single leg split squat,quads
0411,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0411.gif',dumbbell single leg squat,glutes
0413,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0413.gif',dumbbell squat,glutes
3560,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3560.gif',dumbbell standing alternate hammer curl and press,biceps
0414,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0414.gif',dumbbell standing alternate overhead press,delts
0415,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0415.gif',dumbbell standing alternate raise,delts
1739,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1739.gif',dumbbell standing alternating tricep kickback,triceps
2143,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2143.gif',dumbbell standing around world,delts
1740,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1740.gif',dumbbell standing bent over one arm triceps extension,triceps
1741,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1741.gif',dumbbell standing bent over two arm triceps extension,triceps
0416,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0416.gif',dumbbell standing biceps curl,biceps
0417,lower legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0417.gif',dumbbell standing calf raise,calves
0418,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0418.gif',dumbbell standing concentration curl,biceps
0419,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0419.gif',dumbbell standing front raise above head,delts
2321,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2321.gif',dumbbell standing inner biceps curl v. 2,biceps
0420,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0420.gif',dumbbell standing kickback,triceps
0421,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0421.gif',dumbbell standing one arm concentration curl,biceps
0422,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0422.gif',dumbbell standing one arm curl (over incline bench),biceps
1680,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1680.gif',dumbbell standing one arm curl over incline bench,biceps
0423,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0423.gif',dumbbell standing one arm extension,triceps
0424,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0424.gif',dumbbell standing one arm palm in press,delts
0425,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0425.gif',dumbbell standing one arm reverse curl,biceps
0426,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0426.gif',dumbbell standing overhead press,delts
0427,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0427.gif',dumbbell standing palms in press,delts
0428,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0428.gif',dumbbell standing preacher curl,biceps
0429,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0429.gif',dumbbell standing reverse curl,biceps
0430,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0430.gif',dumbbell standing triceps extension,triceps
2293,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2293.gif',dumbbell standing zottman preacher curl,biceps
1684,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1684.gif',dumbbell step up single leg balance with bicep curl,biceps
0431,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0431.gif',dumbbell step-up,glutes
2796,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2796.gif',dumbbell step-up lunge,quads
2812,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2812.gif',dumbbell step-up split squat,quads
0432,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0432.gif',dumbbell stiff leg deadlift,glutes
